type,id,properties.@id,properties.amenity,properties.area,properties.brand,properties.brand:wikidata,properties.description,properties.opening_hours,properties.short_name,properties.socket:tesla_supercharger,properties.website,geometry.type,geometry.coordinates,properties.capacity,properties.name,properties.operator,properties.operator:wikidata,properties.access,properties.fee,properties.bicycle,properties.motor_vehicle,properties.socket:type2,properties.socket:type2:output,properties.source,properties.addr:housenumber,properties.addr:street,properties.addr:suburb,properties.socket:type1_combo:output,properties.brand:wikipedia,properties.operator:wikipedia,properties.socket:type1,properties.socket:tesla,properties.socket:tesla_supercharger:output,properties.socket:tesla_supercharger_ccs,properties.socket:tesla_supercharger_ccs:output,properties.addr:city,properties.addr:country,properties.addr:postcode,properties.addr:state,properties.location,properties.addr:unit,properties.authentication:app,properties.authentication:nfc,properties.socket:chademo,properties.socket:chademo:output,properties.socket:type2_combo,properties.socket:type2_combo:output,properties.motorcar,properties.note,properties.parking:fee,properties.ref:ocm,properties.socket:type1:output,properties.scooter,properties.access:note,properties.alt_name,properties.authentication:none,properties.output,properties.charging_station:output,properties.charge,properties.network,properties.temporary:access,properties.covered,properties.level,properties.source:operator,properties.payment:app,properties.fixme,properties.ref,properties.socket:tesla_destination,properties.socket:tesla_standard,properties.socket:tesla_standard:output,properties.authentication:membership_card,properties.maxstay,properties.socket:tesla_destination:output,properties.payment,properties.voltage,properties.payment:credit_cards,properties.manufacturer,properties.operator:website,properties.socket:type2_cable,properties.no:network,properties.payment:contactless,properties.socket:type1_combo,properties.bus,properties.hgv,properties.payment:none,properties.motorcycle,properties.amperage,properties.payment:free,properties.not:brand:wikidata,properties.phone:AU,properties.addr:floor,properties.addr:housename,properties.office,properties.phone,properties.start_date,properties.wikidata,properties.survey:date,properties.payment:via_tesla_app,properties.socket:type2:power,properties.socket:j1772,properties.socket:type2:current,properties.socket:type2:voltage,properties.payment:tap_to_pay,properties.socket:type2_cable:current,properties.socket:type2_cable:output,properties.socket:type2_cable:voltage,properties.parking,properties.payment:via_app,properties.socket:wall,properties.url,properties.network:wikidata,properties.socket,properties.indoor,properties.branch,properties.payment:cash,properties.payment:coins,properties.payment:mastercard,properties.payment:visa,properties.check_date,properties.construction,properties.payment:debit_cards,properties.ele,properties.payment:cards,properties.payment:membership_card,properties.payment:qr_code,properties.not:operator:wikidata,properties.socket:unknown,properties.payment:apple_pay,properties.man_made,properties.socket:ccs:output
Feature,node/9377956590,node/9377956590,charging_station,,Tesla,,Barunga West Council,,,,,Point,"[137.9317912, -33.5998723]",,,Barunga West Council,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9377957708,node/9377957708,charging_station,,Chargefox,,,,,,,Point,"[138.4863165, -34.8252197]",,,Chargefox,Q105775824,,yes,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9377978026,node/9377978026,charging_station,,Chargefox,,,,,,,Point,"[138.5952833, -34.9277554]",2,,Chargefox,Q105775824,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9377978027,node/9377978027,charging_station,,Chargefox,,,,,,,Point,"[138.5952236, -34.9277543]",2,,Chargefox,Q105775824,,yes,,,2,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9377982881,node/9377982881,charging_station,,,,Grosvenor Gardens charger,,,,,Point,"[138.6219659, -35.5536727]",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9377983050,node/9377983050,charging_station,,,,,,,,,Point,"[138.6010902, -34.9617279]",2,,,,,no,,,2,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9377999297,node/9377999297,charging_station,,"Tesla, Inc.",Q478214,,,Tesla,,,Point,"[138.4630733, -35.3913107]",1,Tesla Destination Charger,,,,no,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9378018013,node/9378018013,charging_station,,,,Yankalilla Council Chambers,,,,,Point,"[138.3507389, -35.4570334]",,,,,,no,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9378951502,node/9378951502,charging_station,,Jetcharge,,,24/7,,,,Point,"[151.2681007, -33.871695]",2,,Chargefox,Q105775824,,yes,,,22 kW,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,no,,,,,,,,,,Chargefox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9380626727,node/9380626727,charging_station,,"Tesla, Inc.",Q478214,Minlaton Charging Station,,Tesla,,,Point,"[137.5974941, -34.7678388]",1,Tesla Destination Charger,,,,no,,,1,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9380642063,node/9380642063,charging_station,,"Tesla, Inc.",Q478214,Ardrossan Charging Station,,Tesla,,,Point,"[137.9167075, -34.4225942]",1,Tesla Destination Charger,,,yes,no,,,1,11 kW,,,,,,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9404724469,node/9404724469,charging_station,,,,,,,,,Point,"[151.099324, -33.8872485]",,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9408923628,node/9408923628,charging_station,,,,,,,,,Point,"[150.8530426, -33.7848221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9408929771,node/9408929771,charging_station,,,,,,,,,Point,"[150.8557293, -33.9522711]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9413056471,node/9413056471,charging_station,,RAC,,,,,,,Point,"[115.7212028, -32.5276992]",2,,RAC,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9426539670,node/9426539670,charging_station,,,,Caiguna Roadhouse,,,,,Point,"[125.4872676, -32.2708341]",,,,,,,,,,,https://www.abc.net.au/news/2022-01-17/first-fast-charger-for-electric-vehicles-installed-on-nullarbor/100762138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9426555291,node/9426555291,charging_station,,,,,,,,,Point,"[144.9933258, -37.8043969]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9467315676,node/9467315676,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,,Tesla,6,,Point,"[151.0734395, -34.0338237]",6,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,en:Tesla Supercharger,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9470340169,node/9470340169,charging_station,,,,,,,,,Point,"[143.3857829, -31.5575066]",,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9480216684,node/9480216684,charging_station,,,,,,,,,Point,"[138.5496608, -35.0173769]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9481080902,node/9481080902,charging_station,,,,,,,,,Point,"[151.2141725, -33.7620853]",1,,Jolt,Q109783503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9491233549,node/9491233549,charging_station,,,,,24/7,,,,Point,"[151.2869932, -33.7537328]",1,,Jolt,Q109783503,,yes,no,,,,,4-16,Oaks Avenue,,,,,,,,,,,,,,,,yes,no,1,,,,yes,,no,,,,,,,,,,JOLT,,,,,,,Dee Why,,,,no,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9491293057,node/9491293057,charging_station,,,,,,,,,Point,"[151.8401359, -26.5400752]",,,Stanwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 kW,1,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9514983917,node/9514983917,charging_station,,,,,24/7,,,,Point,"[150.7291974, -33.7698741]",2,,Western Sydney University,,permissive,no,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,yes,,,,,,,,,,,,Chargefox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9521361334,node/9521361334,charging_station,,Tesla Destination Charger,,,08:00-17:00,,,https://hillsmarketplace.com.au,Point,"[151.2241781, -33.6892385]",2,,Hills Marketplace,,customers,no,no,,,,,287,Mona Vale Road,,,,,,,,,,,,,,,,no,no,,,,,yes,,no,,,,,,,,,,,,no,,,,,Hills Marketplace,,,,no,,,,,,,,2,,,,,,,,32,,,,,,,,,,,,,,,,,32,22 kW,230-415,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9533110008,node/9533110008,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,,Tesla,3,,Point,"[115.076035, -33.9511802]",3,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,en:Tesla Supercharger,"en:Tesla, Inc.",,,250 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9536966801,node/9536966801,charging_station,,,,,,,,,Point,"[151.1206646, -33.7780797]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9546004749,node/9546004749,charging_station,,,,,24/7,,,,Point,"[151.283873, -33.7789889]",1,,Jolt,Q109783503,,yes,no,,,,,30,Dowling Street,,,,,,,,,,,,,,,,yes,no,1,,,,yes,,no,,,,,,,,,,JOLT,,no,,,,,Dowling / Lawrence,,,,no,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9563743390,node/9563743390,charging_station,,,,,,,,,Point,"[120.0441758, -33.5816984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9576559983,node/9576559983,charging_station,,Veefil,,,,,,,Point,"[117.5557427, -33.691452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9603490031,node/9603490031,charging_station,,,,,,,,,Point,"[151.063567, -33.9621828]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9607930796,node/9607930796,charging_station,,,,,,,,,Point,"[115.9703353, -32.522369]",1,,,,,,,,yes,15 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9610280217,node/9610280217,charging_station,,,,,,,,,Point,"[138.573198, -34.9060068]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9610280317,node/9610280317,charging_station,,,,,,,,,Point,"[138.5728037, -34.905922]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9619986125,node/9619986125,charging_station,,"Tesla, Inc",Q478214,,24/7,,,,Point,"[148.6817349, -33.8354773]",2,,,,,no,,,,,,,,,,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,32,,230-415,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9653279214,node/9653279214,charging_station,,,,,,,,,Point,"[151.116168, -33.8695391]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9672846122,node/9672846122,charging_station,,,,,,,,,Point,"[151.1096799, -33.8947565]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9679133660,node/9679133660,charging_station,,,,,,,,,Point,"[144.5997596, -37.7151996]",2,,Chargefox,Q105775824,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9682654068,node/9682654068,charging_station,,,,Harvey Parking Lot,,,,,Point,"[115.8968022, -33.0792151]",2,,Chargefox,Q105775824,,yes,,,1,43 kW,,,,,,,,1,,,,,,,,,,,yes,,1,50 kW,1,50 kW,,,no,,,,,,,,,$0.45AUD/kWh,,,,,,Chargefox,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,electric vehicles only,yes,1,,,,,,,,,,,,,,,,,,,,,
Feature,node/9682737335,node/9682737335,charging_station,,,,,,,,,Point,"[115.7469427, -32.0584849]",4,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9682737336,node/9682737336,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,Tesla,,,Point,"[115.7461221, -32.0575795]",2,Tesla Destination Charger,,,,,,,,,,,,,,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9682737337,node/9682737337,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,Tesla,,,Point,"[115.7472283, -32.0573845]",,Tesla Destination Charger,,,,,,,,,,,,,,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9704345344,node/9704345344,charging_station,,,,,,,,,Point,"[138.6415665, -34.9420624]",2,,shopping center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9704706490,node/9704706490,charging_station,,,,,24/7,,,,Point,"[151.3037838, -33.6760959]",1,,Jolt,Q109783503,yes,yes,no,,,,,1,Park Street,,,,,,,,,,,,,,,,yes,no,1,,,,yes,,no,,,,,,,,,,JOLT,,no,,,,,Pittwater Park (NBE004),,,,no,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9710289580,node/9710289580,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,Tesla,,,Point,"[136.5725086, -33.9167278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actual loc at hotel?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9712759905,node/9712759905,charging_station,,,,,,,,,Point,"[145.8376295, -31.4988063]",,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9712774534,node/9712774534,charging_station,,,,,,,,,Point,"[150.6737814, -33.7702608]",4,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9712993934,node/9712993934,charging_station,,,,,,,,,Point,"[141.6495675, -36.3328407]",,Linga Networks,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9737993455,node/9737993455,charging_station,,,,,,,,,Point,"[151.1710728, -33.9079872]",2,,Evie Networks,Q105795220,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9738285222,node/9738285222,charging_station,,,,,,,,,Point,"[151.1019416, -33.873882]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9738634914,node/9738634914,charging_station,,,,,,,,,Point,"[144.7370438, -38.3385411]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9750631071,node/9750631071,charging_station,,,,,,,,,Point,"[144.9148371, -37.6163187]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9765677232,node/9765677232,charging_station,,,,,,,,,Point,"[150.2251818, -34.6071777]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9765719405,node/9765719405,charging_station,,,,,,,,,Point,"[152.9489592, -27.5338615]",4,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9771012966,node/9771012966,charging_station,,,,NRMA Tritium,,,,,Point,"[145.9348827, -30.0884156]",2,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9771012967,node/9771012967,charging_station,,,,NRMA Tritium,,,,,Point,"[146.8577827, -29.9607798]",2,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9786977964,node/9786977964,charging_station,,,,,,,,,Point,"[150.7957656, -34.4952775]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9787101923,node/9787101923,charging_station,,ChargePoint,Q5176149,,,,,,Point,"[153.2608045, -27.7844523]",,,ChargePoint,Q5176149,,yes,,,,,,,,,,,en:ChargePoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coles Ormeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9791477376,node/9791477376,charging_station,,,,,,,,,Point,"[144.9942276, -37.6478848]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9797555741,node/9797555741,charging_station,,,,,,,,,Point,"[145.237506, -37.9213954]",2,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9829541757,node/9829541757,charging_station,,,,"Eat Street Northshore, 1 Tesla Connector, up to 22kW.
Available to the public. Self park.",,,,,Point,"[153.0819323, -27.444063]",1,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9835982929,node/9835982929,charging_station,,,,,Mo-Tu off; We-Su 10:00-16:00,,,,Point,"[146.7458333, -42.1244723]",1,,Chargefox,Q105775824,,no,,,,,,,,,,,,,,,,,,,,,,,,,1,60 kW,1,60 kW,,https://aeva.asn.au/files/842/,,,,,,,,,,,Chargefox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9837441201,node/9837441201,charging_station,,,,EHT - Ouse,,,,,Point,"[146.7100895, -42.4850213]",,,Electric Highway Tasmania,Q105834331,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,24 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9837441203,node/9837441203,charging_station,,,,,24/7,,,,Point,"[147.2424695, -43.3218733]",1,,Chargefox,Q105775824,yes,,,,,,,3959,Bruny Island Main Road,Alonnah,,,,,,,,,,,7150,TAS,,,,,1,25 kW,1,25 kW,yes,,,,,,,,,,,,Chargefox,,,,,,,5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://aeva.asn.au/files/842,,,,,,,,,,,,,,,,,,,,
Feature,node/9837441206,node/9837441206,charging_station,,Electric Highway Tasmania,,,24/7,,,,Point,"[147.9681769, -41.6380862]",1,,Electric Highway Tasmania,Q105834331,yes,yes,,,1,25 kW,,,Talbot Street,Fingal,,,,,,,,,,,7214,TAS,,,,,1,25 kW,1,25 kW,yes,,,,,,,,,,,0.25 AU/kWh,Chargefox,,,,,,,5299,,,,,,,,,,,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://aeva.asn.au/files/842,Q105775824,,,,,,,,,,,,,,,,,,,
